fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
140 Summer Partners LP,5/14/2024,Q1 2024,WAL,,"75,760","1,180,256",98341,9.089531062976295,BUY
140 Summer Partners LP,5/14/2024,Q1 2024,CZR,,"67,238","1,537,225",21830,1.4405485038554304,BUY
140 Summer Partners LP,5/14/2024,Q1 2024,TMUS,,"63,626","389,820",0,0.0,HOLD
140 Summer Partners LP,5/14/2024,Q1 2024,ELV,,"59,818","115,359",41150,55.4514951016723,BUY
140 Summer Partners LP,5/14/2024,Q1 2024,V,,"51,406","184,200",10900,6.289671090594346,BUY
140 Summer Partners LP,5/14/2024,Q1 2024,GM,,"46,429","1,023,800",1023800,,BUY
140 Summer Partners LP,5/14/2024,Q1 2024,TPX,,"44,682","786,391",-259309,-24.79764750884575,SELL
140 Summer Partners LP,5/14/2024,Q1 2024,TOL,,"43,629","337,244",337244,,BUY
140 Summer Partners LP,5/14/2024,Q1 2024,HUM,,"16,306","47,030",-4970,-9.557692307692308,SELL
140 Summer Partners LP,8/13/2024,Q2 2024,PGR,,"86,940","418,566",48966,13.248376623376624,BUY
140 Summer Partners LP,8/13/2024,Q2 2024,CZR,,"73,248","1,843,200",305975,19.9043731399112,BUY
140 Summer Partners LP,8/13/2024,Q2 2024,WAL,,"72,196","1,149,256",-31000,-2.6265488165279396,SELL
140 Summer Partners LP,8/13/2024,Q2 2024,TMUS,,"65,753","373,220",-16600,-4.258375660561285,SELL
140 Summer Partners LP,8/13/2024,Q2 2024,V,,"48,032","183,000",-1200,-0.6514657980456027,SELL
140 Summer Partners LP,8/13/2024,Q2 2024,ELV,,"46,740","86,259",-29100,-25.22560008321847,SELL
140 Summer Partners LP,8/13/2024,Q2 2024,HUM,,"45,024","120,500",73470,156.21943440357217,BUY
140 Summer Partners LP,8/13/2024,Q2 2024,TPX,,"42,291","893,364",106973,13.603029536197642,BUY
140 Summer Partners LP,8/13/2024,Q2 2024,GM,,"37,925","816,300",-207500,-20.267630396561827,SELL
140 Summer Partners LP,8/13/2024,Q2 2024,TOL,,"35,964","312,244",-25000,-7.413030328189679,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,V,,"48,032","183,000",-183000,-100.0,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,HUM,,"45,024","120,500",-120500,-100.0,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,PGR,,"81,676","321,866",-96700,-23.10268870381254,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,WAL,,"79,445","918,556",-230700,-20.07385647758202,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,TMUS,,"74,995","363,420",-9800,-2.625797116981941,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,CZR,,"72,372","1,733,900",-109300,-5.929904513888888,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,ELV,,"69,190","133,059",46800,54.255208152192814,BUY
140 Summer Partners LP,11/13/2024,Q3 2024,TOL,,"45,488","294,444",-17800,-5.70066998885487,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,TPX,,"44,060","806,964",-86400,-9.671309790857926,SELL
140 Summer Partners LP,11/13/2024,Q3 2024,BECN,,"29,342","339,500",339500,,BUY
140 Summer Partners LP,11/13/2024,Q3 2024,ALLY,,"19,140","537,800",537800,,BUY
140 Summer Partners LP,11/13/2024,Q3 2024,GM,,"17,882","398,800",-417500,-51.145412225897346,SELL
140 Summer Partners LP,2/13/2025,Q4 2024,BECN,,"29,342","339,500",-339500,-100.0,SELL
140 Summer Partners LP,2/13/2025,Q4 2024,ALLY,,"19,140","537,800",-537800,-100.0,SELL
140 Summer Partners LP,2/13/2025,Q4 2024,GM,,"17,882","398,800",-398800,-100.0,SELL
140 Summer Partners LP,2/13/2025,Q4 2024,PGR,,"97,220","405,746",83880,26.060534508149352,BUY
140 Summer Partners LP,2/13/2025,Q4 2024,TMUS,,"73,551","333,220",-30200,-8.309944416928072,SELL
140 Summer Partners LP,2/13/2025,Q4 2024,COF,,"71,152","399,016",399016,,BUY
140 Summer Partners LP,2/13/2025,Q4 2024,COOP,,"69,959","728,668",728668,,BUY
140 Summer Partners LP,2/13/2025,Q4 2024,DAL,,"66,626","1,101,268",1101268,,BUY
140 Summer Partners LP,2/13/2025,Q4 2024,TOL,,"46,406","368,449",74005,25.133811522734373,BUY
140 Summer Partners LP,2/13/2025,Q4 2024,TPX,,"45,746","806,964",0,0.0,HOLD
140 Summer Partners LP,2/13/2025,Q4 2024,CZR,,"44,854","1,342,131",-391769,-22.59467097295115,SELL
140 Summer Partners LP,2/13/2025,Q4 2024,ELV,,"33,348","90,400",-42659,-32.060213890078835,SELL
140 Summer Partners LP,2/13/2025,Q4 2024,WAL,,"10,011","119,845",-798711,-86.95289127717852,SELL
1492 Capital Management LLC,5/13/2014,Q1 2014,SLXP,,"7,959","76,813",76813,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,URI,,"7,149","75,303",75303,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,,,"6,887","717,348",717348,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,HF,,"6,668","198,408",198408,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,,,"6,176","508,327",508327,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,STAA,,"5,709","303,644",303644,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,MGIC,,"5,309","658,712",658712,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,GASS,,"4,937","434,228",434228,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,CAMP,,"4,878","175,038",175038,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,GLDD,,"4,794","525,063",525063,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,MEI,,"4,375","142,694",142694,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,ATGE,,"4,282","101,017",101017,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,AFSI,,"4,227","112,399",112399,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,HPY,,"4,182","100,893",100893,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,RYL,,"4,166","104,327",104327,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,RRTS,,"4,156","164,649",164649,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,DOC,,"4,047","290,744",290744,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,SNEC,,"3,936","132,850",132850,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,PRIM,,"3,817","127,320",127320,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,ACOR,,"3,783","99,778",99778,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,GDP,,"3,506","221,646",221646,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,BBSI,,"3,328","55,864",55864,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,EVR,,"3,307","59,862",59862,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,QDEL,,"3,167","115,996",115996,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,AX,,"2,890","33,702",33702,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,BGGSQ,,"2,877","129,286",129286,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,FLY,,"2,733","182,213",182213,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,RENT,,"2,518","41,767",41767,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,,,"2,366","352,135",352135,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,TNGO,,"1,778","95,665",95665,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,FNHC,,"1,774","96,835",96835,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,VRTU,,"1,771","52,860",52860,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,LGND,,"1,732","25,745",25745,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,AMBA,,"1,604","60,069",60069,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,RJF,,"1,542","27,562",27562,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,EPAY,,"1,508","42,896",42896,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,FLTX,,"1,393","41,642",41642,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,,,"1,371","631,885",631885,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,PBF,,"1,354","52,478",52478,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,DY,,"1,349","42,688",42688,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,SIMG,,"1,322","191,614",191614,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,MTRX,,"1,213","35,915",35915,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,CPHD,,"1,186","22,987",22987,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,MRTN,,"1,147","53,292",53292,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,PSIX,,"1,143","15,204",15204,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,PTEN,,"1,126","35,543",35543,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,MEK,,"1,080","46,060",46060,,BUY
1492 Capital Management LLC,5/13/2014,Q1 2014,SF,,"1,067","21,447",21447,,BUY
1492 Capital Management LLC,8/14/2014,Q2 2014,GLDD,,"4,794","525,063",-525063,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,AFSI,,"4,227","112,399",-112399,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,,,"2,366","352,135",-352135,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,AMBA,,"1,604","60,069",-60069,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,DY,,"1,349","42,688",-42688,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,SIMG,,"1,322","191,614",-191614,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,MTRX,,"1,213","35,915",-35915,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,MRTN,,"1,147","53,292",-53292,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,MEK,,"1,080","46,060",-46060,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,SF,,"1,067","21,447",-21447,-100.0,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,SLXP,,"9,345","75,763",-1050,-1.3669561141994195,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,URI,,"6,832","65,234",-10069,-13.371313227892648,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,GDP,,"6,786","245,878",24232,10.932748617164307,BUY
1492 Capital Management LLC,8/14/2014,Q2 2014,HF,,"6,678","179,564",-18844,-9.497600903189388,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,,,"6,475","704,521",-12827,-1.7881139976691929,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,,,"5,585","496,477",-11850,-2.3311765851508968,SELL
1492 Capital Management LLC,8/14/2014,Q2 2014,SNEC,,"5,456","145,138",12288,9.249529544599172,BUY
1492 Capital Management LLC,8/14/2014,Q2 2014,RRTS,,"5,320","189,321",24672,14.984603611318622,BUY
1492 Capital Management LLC,8/14/2014,Q2 2014,AX,,"5,276","71,812",38110,113.07934247225684,BUY
