fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,NET,,569,7040,-400,-5.376344086021505,SELL
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,NFLX,,398,562,0,0.0,HOLD
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,RCKT,,209,11335,0,0.0,HOLD
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,DOCN,,124,3088,0,0.0,HOLD
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,IVVD,,81,79869,0,0.0,HOLD
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,ADVWW,,64,18867,18867,,BUY
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,CRIS,,35,6653,0,0.0,HOLD
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,LYFT,,28,2244,0,0.0,HOLD
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,OPEN,,8,4422,0,0.0,HOLD
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,NOW,,5,6,0,0.0,HOLD
"a16z Perennial Management, L.P.",10/24/2024,Q3 2024,DIS,,2,22,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,,,"314,926",1767562,-1767562,-100.0,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,IOT,,"11,047",229586,-229586,-100.0,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,HOOD,,"2,081",88871,-88871,-100.0,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,ADVWW,,64,18867,-18867,-100.0,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,COIN,,"407,450",1640962,1640962,,BUY
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,ABNB,,"69,993",532631,-9000,-1.6616478746600545,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,,,"31,997",858770,858770,,BUY
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,,,"29,709",679997,679997,,BUY
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,CART,,"9,186",221783,7623,3.55948823309675,BUY
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,AFRM,,"7,765",127520,-9000,-6.592440668033987,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,AMZN,,"2,088",9520,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,NFLX,,500,562,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,RCKT,,142,11335,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,NET,,111,1040,-6000,-85.22727272727273,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,DOCN,,105,3088,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,ADV,,55,18867,18867,,BUY
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,IVVD,,35,79869,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,LYFT,,28,2244,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,CRIS,,20,6653,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,CRM,,9,28,-9600,-99.7091815538014,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,OPEN,,7,4422,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,NOW,,6,6,0,0.0,HOLD
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,MSFT,,5,12,-17700,-99.93224932249322,SELL
"a16z Perennial Management, L.P.",1/28/2025,Q4 2024,DIS,,2,22,0,0.0,HOLD
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,SMMF,,"1,896",61801,61801,,BUY
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,MVBF,,"1,692",75000,75000,,BUY
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,COMM,,"1,274",451942,451942,,BUY
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,FSK,,894,44783,44783,,BUY
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,MSFT,,543,1444,1444,,BUY
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,LLY,,369,634,634,,BUY
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,AAPL,,311,1618,1618,,BUY
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,ARCC,,307,15355,15355,,BUY
"AA Financial Advisors, LLC",4/2/2024,Q4 2023,AMZN,,277,1826,1826,,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,COMM,,"1,274",451942,-451942,-100.0,SELL
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,ARCC,,307,15355,-15355,-100.0,SELL
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,MSFT,,"5,432",12912,11468,794.1828254847645,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,TSLA,,"4,056",23073,23073,,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,AAPL,,"3,616",21088,19470,1203.3374536464771,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,LLY,,"3,510",4513,3879,611.8296529968454,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,NVDA,,"2,631",2912,2912,,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,AVGO,,"2,103",1587,1587,,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,AMZN,,"2,039",11305,9479,519.1128148959474,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,JPM,,"1,840",9190,9190,,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,CRM,,"1,812",6018,6018,,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,LOW,,"1,780",6988,6988,,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,SMMF,,"1,678",61801,0,0.0,HOLD
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,MVBF,,"1,673",75000,0,0.0,HOLD
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,JNJ,,"1,442",9119,9119,,BUY
"AA Financial Advisors, LLC",5/3/2024,Q1 2024,FSK,,"1,404",73645,28862,64.44856307080812,BUY
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,SMMF,,"1,678",61801,-61801,-100.0,SELL
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,MVBF,,"1,673",75000,-75000,-100.0,SELL
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,JNJ,,"1,442",9119,-9119,-100.0,SELL
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,MSFT,,"6,289",14073,1161,8.991635687732343,BUY
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,AAPL,,"4,654",22100,1012,4.798937784522003,BUY
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,LLY,,"3,883",4289,-224,-4.963438954132506,SELL
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,TSLA,,"3,602",18206,-4867,-21.093919299614267,SELL
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,NVDA,,"3,523",28520,25608,879.3956043956043,BUY
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,AVGO,,"2,340",1458,-129,-8.128544423440454,SELL
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,AMZN,,"2,221",11498,193,1.7072091994692613,BUY
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,JPM,,"1,766",8735,-455,-4.951033732317737,SELL
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,FSK,,"1,671",84717,11072,15.034286102247268,BUY
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,BHRB,,"1,588",31166,31166,,BUY
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,CGMU,,"1,507",56161,56161,,BUY
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,CRM,,"1,490",5799,-219,-3.6390827517447653,SELL
"AA Financial Advisors, LLC",7/16/2024,Q2 2024,LOW,,"1,448",6570,-418,-5.981682884945621,SELL
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,BHRB,,"1,588",31166,-31166,-100.0,SELL
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,CGMU,,"1,507",56161,-56161,-100.0,SELL
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,MSFT,,"6,258",14546,473,3.3610459745612165,BUY
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,AAPL,,"4,612",19798,-2302,-10.416289592760181,SELL
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,TSLA,,"4,591",17550,-656,-3.6032077337141604,SELL
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,LLY,,"4,081",4607,318,7.414315691303335,BUY
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,NVDA,,"3,354",27620,-900,-3.155680224403927,SELL
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,COMM,,"3,138",513660,513660,,BUY
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,AVGO,,"2,900",16812,15354,1053.0864197530864,BUY
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,AMZN,,"2,342",12574,1076,9.35814924334667,BUY
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,JPM,,"2,058",9763,1028,11.768746422438465,BUY
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,FSK,,"1,961",99429,14712,17.36605403874075,BUY
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,LOW,,"1,764",6513,-57,-0.8675799086757991,SELL
"AA Financial Advisors, LLC",10/18/2024,Q3 2024,CRM,,"1,714",6265,466,8.035868253147093,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,TSLA,,"7,087",17550,0,0.0,HOLD
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,MSFT,,"6,154",14601,55,0.3781108208442183,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,AAPL,,"5,020",20050,252,1.272855844024649,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,AVGO,,"4,002",17266,454,2.7004520580537714,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,NVDA,,"3,849",28665,1045,3.783490224475018,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,LLY,,"3,451",4471,-136,-2.952029520295203,SELL
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,AMZN,,"2,938",13393,819,6.513440432638778,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,COMM,,"2,832",543660,30000,5.840439201027917,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,FSK,,"2,414",111156,11727,11.794345714027095,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,JPM,,"2,412",10063,300,3.072825975622247,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,CRM,,"2,119",6340,75,1.1971268954509178,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,WMS,,"1,900",16440,16440,,BUY
"AA Financial Advisors, LLC",1/23/2025,Q4 2024,LOW,,"1,665",6748,235,3.608168278826961,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,TSLA,,"7,087",17550,-17550,-100.0,SELL
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,LOW,,"1,665",6748,-6748,-100.0,SELL
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,MSFT,,"5,474",14584,-17,-0.1164303814807205,SELL
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,AAPL,,"4,835",21767,1717,8.563591022443891,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,LLY,,"3,856",4670,199,4.450905837620219,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,NVDA,,"3,535",32619,3954,13.793825222396652,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,COMM,,"2,886",543660,0,0.0,HOLD
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,AMZN,,"2,871",15092,1699,12.685731352198909,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,FSK,,"2,799",133610,22454,20.200439022634857,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,AVGO,,"2,724",16272,-994,-5.756979033939534,SELL
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,JPM,,"2,615",10664,601,5.972374043525788,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,CRM,,"1,791",6675,335,5.28391167192429,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,WMS,,"1,778",16367,-73,-0.4440389294403893,SELL
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,BHRB,,"1,748",31166,31166,,BUY
"AA Financial Advisors, LLC",4/17/2025,Q1 2025,V,,"1,728",4933,4933,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,QCOM,,"12,430",81596,81596,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,AAPL,,"9,549",71968,71968,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,KMI,,"8,554",625806,625806,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,ABBV,,"7,635",71262,71262,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,BA,,"7,612",35563,35563,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,XOM,,"7,121",172760,172760,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,GE,,"6,424",594831,594831,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,HD,,"5,877",22126,22126,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,CRM,,"5,708",25654,25654,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,T,,"5,654",196599,196599,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,MSFT,,"5,609",25221,25221,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,GPN,,"5,512",25588,25588,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,AMD,,"5,497",59946,59946,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,NDAQ,,"5,106",38471,38471,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,FISV,,"4,981",43750,43750,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,HON,,"4,830",22712,22712,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,LLY,,"4,825",28579,28579,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,CVX,,"4,774",56537,56537,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,BAC,,"4,684",154546,154546,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,SWKS,,"4,586",30000,30000,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,CB,,"4,441",28853,28853,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,JPM,,"4,379",34462,34462,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,AMAT,,"4,031",46719,46719,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,WFC,,"3,950",130892,130892,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,OSK,,"3,591",41727,41727,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,BMY,,"3,504",56504,56504,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,V,,"3,434",15700,15700,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,SPLK,,"3,397",20000,20000,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,D,,"3,258",43334,43334,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,C,,"3,083",50000,50000,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,SJM,,"3,015",26088,26088,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,KHC,,"1,080",31170,31170,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,QRVO,,"2,494",15000,15000,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,CSCO,,"2,391",53438,53438,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,MCD,,"2,083",9709,9709,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,BKR,,"2,056",98640,98640,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,EMR,,"2,049",25495,25495,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,MU,,"1,954",26000,26000,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,LRCX,,"1,889",4000,4000,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,LOW,,"1,878",11701,11701,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,UNP,,"1,845",8862,8862,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,ADBE,,"1,500",3000,3000,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,MRVL,,"1,426",30000,30000,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,TXN,,"1,408",8579,8579,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,CVS,,"1,033",15129,15129,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,WRK,,836,19226,19226,,BUY
AAFMAA Wealth Management & Trust LLC,2/12/2021,Q4 2020,MRK,,727,8898,8898,,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,GE,,"6,424",594831,-594831,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,BAC,,"4,684",154546,-154546,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,BMY,,"3,504",56504,-56504,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,C,,"3,083",50000,-50000,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,MCD,,"2,083",9709,-9709,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,BKR,,"2,056",98640,-98640,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,LOW,,"1,878",11701,-11701,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,UNP,,"8,698",39467,30605,345.35093658316407,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,OSK,,"8,631",72743,31016,74.33076904642078,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,ABBV,,"8,556",79062,7800,10.945524964216553,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,AAPL,,"8,481",69432,-2536,-3.523788350377946,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,MSFT,,"8,002",33943,8722,34.58229253399944,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,HD,,"7,768",25448,3322,15.01401066618458,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,CRM,,"7,617",35952,10298,40.14188820456849,BUY
