fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
1623 Capital LLC,11/3/2020,Q3 2020,NOW,,"8,245","17,000",1822,12.004216629331928,BUY
1623 Capital LLC,11/3/2020,Q3 2020,AAPL,,"7,068","61,032",45774,300.0,BUY
1623 Capital LLC,11/3/2020,Q3 2020,EQIX,,"6,689","8,800",322,3.7980655815050715,BUY
1623 Capital LLC,11/3/2020,Q3 2020,BR,,"6,204","47,000",13,0.02766722710536957,BUY
1623 Capital LLC,11/3/2020,Q3 2020,ZS,,"5,909","42,000",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,AMT,,"5,318","22,000",37,0.16846514592724127,BUY
1623 Capital LLC,11/3/2020,Q3 2020,ADBE,,"5,264","10,734",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,MCO,,"5,162","17,809",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,PAYC,,"5,031","16,160",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,V,,"4,999","25,000",88,0.35324341682723187,BUY
1623 Capital LLC,11/3/2020,Q3 2020,CME,,"4,250","25,400",94,0.37145341025843676,BUY
1623 Capital LLC,11/3/2020,Q3 2020,AXP,,"4,160","41,500",80,0.1931434089811685,BUY
1623 Capital LLC,11/3/2020,Q3 2020,INTC,,"4,142","80,000",72,0.0900810729656691,BUY
1623 Capital LLC,11/3/2020,Q3 2020,SCHW,,"3,804","105,000",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,NVR,,"3,675",900,57,6.761565836298933,BUY
1623 Capital LLC,11/3/2020,Q3 2020,TTD,,"2,805","5,407",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,VRSK,,"2,654","14,321",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,ETSY,,"2,126","17,479",17479,,BUY
1623 Capital LLC,11/3/2020,Q3 2020,MELI,,"1,948","1,800",885,96.72131147540983,BUY
1623 Capital LLC,11/3/2020,Q3 2020,MTN,,"1,869","8,733",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,SBUX,,"1,628","18,949",0,0.0,HOLD
1623 Capital LLC,11/3/2020,Q3 2020,PAR,,"1,094","27,000",27000,,BUY
1623 Capital LLC,2/12/2021,Q4 2020,INTC,,"4,142","80,000",-80000,-100.0,SELL
1623 Capital LLC,2/12/2021,Q4 2020,MTN,,"1,869","8,733",-8733,-100.0,SELL
1623 Capital LLC,2/12/2021,Q4 2020,DG,,"10,936","52,000",8000,18.181818181818183,BUY
1623 Capital LLC,2/12/2021,Q4 2020,AMZN,,"10,748","3,300",500,17.857142857142858,BUY
1623 Capital LLC,2/12/2021,Q4 2020,NOW,,"10,458","19,000",2000,11.76470588235294,BUY
1623 Capital LLC,2/12/2021,Q4 2020,VEEV,,"9,393","34,500",343,1.004186550341072,BUY
1623 Capital LLC,2/12/2021,Q4 2020,ZS,,"8,388","42,000",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,AAPL,,"8,098","61,032",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,AMT,,"7,789","34,700",12700,57.72727272727273,BUY
1623 Capital LLC,2/12/2021,Q4 2020,EQIX,,"7,642","10,700",1900,21.59090909090909,BUY
1623 Capital LLC,2/12/2021,Q4 2020,PAYC,,"7,308","16,160",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,BR,,"7,200","47,000",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,SCHW,,"5,569","105,000",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,V,,"5,468","25,000",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,ADBE,,"5,368","10,734",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,MCO,,"5,169","17,809",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,AXP,,"5,018","41,500",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,ILMN,,"4,662","12,600",12600,,BUY
1623 Capital LLC,2/12/2021,Q4 2020,CME,,"4,624","25,400",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,MELI,,"4,523","2,700",900,50.0,BUY
1623 Capital LLC,2/12/2021,Q4 2020,TTD,,"4,331","5,407",0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,NVR,,"3,672",900,0,0.0,HOLD
1623 Capital LLC,2/12/2021,Q4 2020,SBUX,,"3,423","32,000",13051,68.87434693123647,BUY
1623 Capital LLC,2/12/2021,Q4 2020,ETSY,,"3,380","19,000",1521,8.701870816408261,BUY
1623 Capital LLC,2/12/2021,Q4 2020,PAR,,"2,637","42,000",15000,55.55555555555556,BUY
1623 Capital LLC,2/12/2021,Q4 2020,VRSK,,876,"4,221",-10100,-70.52580127086098,SELL
1623 Capital LLC,5/14/2021,Q1 2021,AXP,,"5,018","41,500",-41500,-100.0,SELL
1623 Capital LLC,5/14/2021,Q1 2021,VRSK,,876,"4,221",-4221,-100.0,SELL
1623 Capital LLC,5/14/2021,Q1 2021,DG,,"11,245","55,500",3500,6.730769230769231,BUY
1623 Capital LLC,5/14/2021,Q1 2021,AMZN,,"10,210","3,300",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,AMT,,"9,562","40,000",5300,15.273775216138327,BUY
1623 Capital LLC,5/14/2021,Q1 2021,NOW,,"9,502","19,000",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,VEEV,,"9,013","34,500",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,EQIX,,"8,495","12,500",1800,16.822429906542055,BUY
1623 Capital LLC,5/14/2021,Q1 2021,AAPL,,"7,455","61,032",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,ZS,,"7,210","42,000",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,BR,,"7,196","47,000",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,SCHW,,"6,844","105,000",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,PAYC,,"5,980","16,160",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,MCO,,"5,318","17,809",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,V,,"5,293","25,000",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,ADBE,,"5,103","10,734",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,CME,,"5,044","24,700",-700,-2.7559055118110236,SELL
1623 Capital LLC,5/14/2021,Q1 2021,ILMN,,"4,839","12,600",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,NVR,,"4,711","1,000",100,11.11111111111111,BUY
1623 Capital LLC,5/14/2021,Q1 2021,SBUX,,"4,480","41,000",9000,28.125,BUY
1623 Capital LLC,5/14/2021,Q1 2021,MELI,,"4,374","2,971",271,10.037037037037038,BUY
1623 Capital LLC,5/14/2021,Q1 2021,ETSY,,"3,832","19,000",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,TTD,,"3,524","5,407",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,PAR,,"2,747","42,000",0,0.0,HOLD
1623 Capital LLC,5/14/2021,Q1 2021,ABNB,,"2,443","13,000",13000,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,LASR,,563,"17,365",17365,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,PTC,,438,"9,251",9251,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,CDLX,,422,"3,847",3847,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,IPGP,,397,"1,883",1883,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,TDOC,,385,"2,118",2118,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,SPLK,,383,"2,827",2827,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,PEN,,367,"1,358",1358,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,PODD,,357,"1,369",1369,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,RARE,,336,"2,952",2952,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,PYPL,,322,"1,325",1325,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,NEWR,,320,"5,199",5199,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,,,298,"2,250",2250,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,PLAN,,297,"5,508",5508,,BUY
1623 Capital LLC,5/14/2021,Q1 2021,NET,,289,"4,113",4113,,BUY
1623 Capital LLC,8/13/2021,Q2 2021,ZS,,"7,210","42,000",-42000,-100.0,SELL
1623 Capital LLC,8/13/2021,Q2 2021,PTC,,438,"9,251",-9251,-100.0,SELL
1623 Capital LLC,8/13/2021,Q2 2021,TDOC,,385,"2,118",-2118,-100.0,SELL
1623 Capital LLC,8/13/2021,Q2 2021,PEN,,367,"1,358",-1358,-100.0,SELL
1623 Capital LLC,8/13/2021,Q2 2021,RARE,,336,"2,952",-2952,-100.0,SELL
1623 Capital LLC,8/13/2021,Q2 2021,NEWR,,320,"5,199",-5199,-100.0,SELL
1623 Capital LLC,8/13/2021,Q2 2021,,,298,"2,250",-2250,-100.0,SELL
1623 Capital LLC,8/13/2021,Q2 2021,NET,,289,"4,113",-4113,-100.0,SELL
1623 Capital LLC,8/13/2021,Q2 2021,DG,,"12,010","55,500",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,AMZN,,"11,697","3,400",100,3.0303030303030303,BUY
1623 Capital LLC,8/13/2021,Q2 2021,AMT,,"10,806","40,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,VEEV,,"10,728","34,500",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,NOW,,"10,441","19,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,EQIX,,"10,033","12,500",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,AAPL,,"8,359","61,032",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,SCHW,,"7,645","105,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,BR,,"7,592","47,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,MCO,,"6,453","17,809",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,ADBE,,"6,286","10,734",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,ILMN,,"5,962","12,600",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,PAYC,,"5,874","16,160",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,V,,"5,846","25,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,CME,,"5,253","24,700",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,NVR,,"4,973","1,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,MELI,,"4,879","3,132",161,5.419050824638169,BUY
1623 Capital LLC,8/13/2021,Q2 2021,SBUX,,"4,584","41,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,TTD,,"4,183","54,070",48663,900.0,BUY
1623 Capital LLC,8/13/2021,Q2 2021,ETSY,,"3,911","19,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,PAR,,"2,937","42,000",0,0.0,HOLD
1623 Capital LLC,8/13/2021,Q2 2021,ABNB,,"2,757","18,000",5000,38.46153846153847,BUY
1623 Capital LLC,8/13/2021,Q2 2021,LASR,,"1,173","32,343",14978,86.25395911315866,BUY
1623 Capital LLC,8/13/2021,Q2 2021,CELH,,"1,005","13,206",13206,,BUY
1623 Capital LLC,8/13/2021,Q2 2021,IPGP,,750,"3,560",1677,89.06001062134891,BUY
1623 Capital LLC,8/13/2021,Q2 2021,CDLX,,706,"5,565",1718,44.65817520145568,BUY
1623 Capital LLC,8/13/2021,Q2 2021,PLAN,,702,"13,171",7663,139.12490922294845,BUY
1623 Capital LLC,8/13/2021,Q2 2021,SMAR,,626,"8,653",8653,,BUY
1623 Capital LLC,8/13/2021,Q2 2021,EVBG,,604,"4,441",4441,,BUY
1623 Capital LLC,8/13/2021,Q2 2021,NVDA,,603,754,754,,BUY
1623 Capital LLC,8/13/2021,Q2 2021,PTCT,,569,"13,462",13462,,BUY
1623 Capital LLC,8/13/2021,Q2 2021,SPLK,,544,"3,762",935,33.07392996108949,BUY
1623 Capital LLC,8/13/2021,Q2 2021,PODD,,527,"1,920",551,40.24835646457268,BUY
1623 Capital LLC,8/13/2021,Q2 2021,NTLA,,525,"3,241",3241,,BUY
1623 Capital LLC,8/13/2021,Q2 2021,PYPL,,518,"1,777",452,34.11320754716981,BUY
1623 Capital LLC,11/12/2021,Q3 2021,ILMN,,"5,962","12,600",-12600,-100.0,SELL
1623 Capital LLC,11/12/2021,Q3 2021,LASR,,"1,173","32,343",-32343,-100.0,SELL
1623 Capital LLC,11/12/2021,Q3 2021,IPGP,,750,"3,560",-3560,-100.0,SELL
1623 Capital LLC,11/12/2021,Q3 2021,CDLX,,706,"5,565",-5565,-100.0,SELL
1623 Capital LLC,11/12/2021,Q3 2021,NVDA,,603,754,-754,-100.0,SELL
1623 Capital LLC,11/12/2021,Q3 2021,NTLA,,525,"3,241",-3241,-100.0,SELL
1623 Capital LLC,11/12/2021,Q3 2021,PYPL,,518,"1,777",-1777,-100.0,SELL
1623 Capital LLC,11/12/2021,Q3 2021,NOW,,"11,823","19,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,DG,,"11,774","55,500",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,AMZN,,"11,169","3,400",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,AMT,,"10,616","40,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,VEEV,,"9,942","34,500",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,EQIX,,"9,877","12,500",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,AAPL,,"8,636","61,032",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,PAYC,,"8,011","16,160",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,BR,,"7,832","47,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,SCHW,,"7,648","105,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,MCO,,"6,324","17,809",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,ADBE,,"6,180","10,734",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,V,,"5,569","25,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,MELI,,"5,260","3,132",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,NVR,,"4,794","1,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,CME,,"4,776","24,700",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,SBUX,,"4,523","41,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,ETSY,,"4,367","21,000",2000,10.526315789473683,BUY
1623 Capital LLC,11/12/2021,Q3 2021,TTD,,"3,801","54,070",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,ABNB,,"3,020","18,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,PAR,,"2,583","42,000",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,CELH,,"1,982","22,000",8794,66.59094351052552,BUY
1623 Capital LLC,11/12/2021,Q3 2021,AFRM,,"1,310","11,000",11000,,BUY
1623 Capital LLC,11/12/2021,Q3 2021,PLAN,,"1,031","16,931",3760,28.54756662364285,BUY
1623 Capital LLC,11/12/2021,Q3 2021,ISEE,,978,"60,233",60233,,BUY
1623 Capital LLC,11/12/2021,Q3 2021,ETWO,,689,"60,977",60977,,BUY
1623 Capital LLC,11/12/2021,Q3 2021,EVBG,,671,"4,441",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,PODD,,656,"2,309",389,20.260416666666668,BUY
1623 Capital LLC,11/12/2021,Q3 2021,SMAR,,630,"9,153",500,5.778342771293193,BUY
1623 Capital LLC,11/12/2021,Q3 2021,PTCT,,595,"16,000",2538,18.853067894815034,BUY
1623 Capital LLC,11/12/2021,Q3 2021,,,582,"5,004",5004,,BUY
1623 Capital LLC,11/12/2021,Q3 2021,SPLK,,544,"3,762",0,0.0,HOLD
1623 Capital LLC,11/12/2021,Q3 2021,DXCM,,539,985,985,,BUY
1623 Capital LLC,11/12/2021,Q3 2021,TDOC,,512,"4,041",4041,,BUY
1623 Capital LLC,2/11/2022,Q4 2021,ISEE,,978,"60,233",-60233,-100.0,SELL
1623 Capital LLC,2/11/2022,Q4 2021,PODD,,656,"2,309",-2309,-100.0,SELL
1623 Capital LLC,2/11/2022,Q4 2021,PTCT,,595,"16,000",-16000,-100.0,SELL
1623 Capital LLC,2/11/2022,Q4 2021,,,582,"5,004",-5004,-100.0,SELL
1623 Capital LLC,2/11/2022,Q4 2021,SPLK,,544,"3,762",-3762,-100.0,SELL
1623 Capital LLC,2/11/2022,Q4 2021,TDOC,,512,"4,041",-4041,-100.0,SELL
1623 Capital LLC,2/11/2022,Q4 2021,DG,,"13,089","55,500",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,NOW,,"12,333","19,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,AMT,,"11,700","40,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,AMZN,,"11,337","3,400",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,AAPL,,"10,837","61,032",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,EQIX,,"10,573","12,500",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,FDX,,"9,311","36,000",36000,,BUY
1623 Capital LLC,2/11/2022,Q4 2021,SCHW,,"8,831","105,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,VEEV,,"8,814","34,500",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,BR,,"8,593","47,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,NVR,,"7,091","1,200",200,20.0,BUY
1623 Capital LLC,2/11/2022,Q4 2021,MELI,,"7,012","5,200",2068,66.02809706257982,BUY
1623 Capital LLC,2/11/2022,Q4 2021,MCO,,"6,956","17,809",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,V,,"6,935","32,000",7000,28.000000000000004,BUY
1623 Capital LLC,2/11/2022,Q4 2021,PAYC,,"6,709","16,160",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,ADBE,,"6,087","10,734",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,PUBM,,"5,278","155,000",155000,,BUY
1623 Capital LLC,2/11/2022,Q4 2021,TTD,,"4,955","54,070",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,SBUX,,"4,796","41,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,CME,,"4,729","20,700",-4000,-16.194331983805668,SELL
1623 Capital LLC,2/11/2022,Q4 2021,ETSY,,"4,598","21,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,ABNB,,"2,997","18,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,PAR,,"2,216","42,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,CELH,,"1,641","22,000",0,0.0,HOLD
1623 Capital LLC,2/11/2022,Q4 2021,AFRM,,"1,508","15,000",4000,36.36363636363637,BUY
1623 Capital LLC,2/11/2022,Q4 2021,EVBG,,"1,232","18,297",13856,312.00180139608193,BUY
1623 Capital LLC,2/11/2022,Q4 2021,ETWO,,"1,199","106,496",45519,74.64945799235777,BUY
1623 Capital LLC,2/11/2022,Q4 2021,PLAN,,"1,199","26,142",9211,54.403165790561694,BUY
1623 Capital LLC,2/11/2022,Q4 2021,SMAR,,"1,086","14,019",4866,53.16289741068502,BUY
1623 Capital LLC,2/11/2022,Q4 2021,VERV,,730,"19,807",19807,,BUY
1623 Capital LLC,2/11/2022,Q4 2021,NARI,,720,"7,889",7889,,BUY
