fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
2Xideas AG,11/15/2021,Q3 2021,ABMD,,"11,573","35,551",35551,,BUY
2Xideas AG,11/15/2021,Q3 2021,LYV,,"11,544","126,679",18125,16.69675921661109,BUY
2Xideas AG,11/15/2021,Q3 2021,CSGP,,"11,530","133,977",133977,,BUY
2Xideas AG,11/15/2021,Q3 2021,RACE,,"11,367","54,356",54356,,BUY
2Xideas AG,11/15/2021,Q3 2021,ENTG,,"11,365","90,272",8040,9.777215682459383,BUY
2Xideas AG,11/15/2021,Q3 2021,DPZ,,"11,359","23,815",-1204,-4.8123426196090975,SELL
2Xideas AG,11/15/2021,Q3 2021,TRU,,"11,355","101,104",-1059,-1.0365788005442282,SELL
2Xideas AG,11/15/2021,Q3 2021,EA,,"11,286","79,342",11124,16.306546659239494,BUY
2Xideas AG,11/15/2021,Q3 2021,AXP,,"11,271","67,276",2308,3.5525181627878344,BUY
2Xideas AG,11/15/2021,Q3 2021,TYL,,"11,249","24,527",2882,13.314853314853314,BUY
2Xideas AG,11/15/2021,Q3 2021,ETSY,,"11,210","53,905",53905,,BUY
2Xideas AG,11/15/2021,Q3 2021,MORN,,"11,189","43,194",43194,,BUY
2Xideas AG,11/15/2021,Q3 2021,TRMB,,"11,153","135,596",16797,14.139007904106936,BUY
2Xideas AG,11/15/2021,Q3 2021,SBUX,,"11,139","100,980",15966,18.78043616345543,BUY
2Xideas AG,11/15/2021,Q3 2021,MCO,,"11,061","31,147",333,1.080677614071526,BUY
2Xideas AG,11/15/2021,Q3 2021,MTD,,"11,031","8,009",60,0.7548119260284312,BUY
2Xideas AG,11/15/2021,Q3 2021,KNSL,,"11,031","68,220",68220,,BUY
2Xideas AG,11/15/2021,Q3 2021,KMX,,"10,994","85,916",85916,,BUY
2Xideas AG,2/14/2022,Q4 2021,CTLT,,"13,657","102,627",-102627,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,GSHD,,"13,401","87,996",-87996,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,TMO,,"12,570","22,002",-22002,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,ALGN,,"12,084","18,160",-18160,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,BKNG,,"12,038","5,071",-5071,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,,,"11,986","68,579",-68579,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,MELI,,"11,964","7,124",-7124,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,WAB,,"11,634","134,951",-134951,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,CSGP,,"11,530","133,977",-133977,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,DPZ,,"11,359","23,815",-23815,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,EA,,"11,286","79,342",-79342,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,AXP,,"11,271","67,276",-67276,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,KMX,,"10,994","85,916",-85916,-100.0,SELL
2Xideas AG,2/14/2022,Q4 2021,IQV,,"112,196","397,659",17685,4.65426581818756,BUY
2Xideas AG,2/14/2022,Q4 2021,ICE,,"105,449","770,998",34627,4.702385074914683,BUY
2Xideas AG,2/14/2022,Q4 2021,RMD,,"99,551","382,181",-17659,-4.4165166066426575,SELL
2Xideas AG,2/14/2022,Q4 2021,ANSS,,"97,562","243,224",14128,6.166847085937772,BUY
2Xideas AG,2/14/2022,Q4 2021,FTNT,,"56,156","156,250",4981,3.2928094983109557,BUY
2Xideas AG,2/14/2022,Q4 2021,PKI,,"52,636","261,791",16557,6.751510801927954,BUY
2Xideas AG,2/14/2022,Q4 2021,VRSN,,"45,793","180,417",30576,20.405629967765833,BUY
2Xideas AG,2/14/2022,Q4 2021,FAST,,"44,509","694,796",56964,8.930878350412021,BUY
2Xideas AG,2/14/2022,Q4 2021,MSCI,,"43,272","70,626",4162,6.2620365912373614,BUY
2Xideas AG,2/14/2022,Q4 2021,KNSL,,"20,871","87,735",19515,28.605980650835534,BUY
2Xideas AG,2/14/2022,Q4 2021,STNE,,"18,801","1,115,154",563124,102.0096733873159,BUY
2Xideas AG,2/14/2022,Q4 2021,MORN,,"18,786","54,932",11738,27.175070611659024,BUY
2Xideas AG,2/14/2022,Q4 2021,LYV,,"18,554","155,019",28340,22.371505932317117,BUY
2Xideas AG,2/14/2022,Q4 2021,POOL,,"18,527","32,734",32734,,BUY
2Xideas AG,2/14/2022,Q4 2021,MTD,,"17,707","10,433",2424,30.265950805343987,BUY
2Xideas AG,2/14/2022,Q4 2021,FDS,,"17,677","36,371",3259,9.842353225416767,BUY
2Xideas AG,2/14/2022,Q4 2021,VRTX,,"17,618","80,226",80226,,BUY
2Xideas AG,2/14/2022,Q4 2021,AZPN,,"17,501","114,988",114988,,BUY
2Xideas AG,2/14/2022,Q4 2021,RACE,,"17,497","67,683",13327,24.517992493928915,BUY
2Xideas AG,2/14/2022,Q4 2021,MKC,,"17,450","180,624",180624,,BUY
2Xideas AG,2/14/2022,Q4 2021,INTU,,"17,151","26,664",4008,17.690677966101696,BUY
2Xideas AG,2/14/2022,Q4 2021,SCI,,"16,987","239,294",31705,15.2729672574173,BUY
2Xideas AG,2/14/2022,Q4 2021,TYL,,"16,759","31,154",6627,27.019203326945814,BUY
2Xideas AG,2/14/2022,Q4 2021,EW,,"16,619","128,282",21148,19.739765153919393,BUY
2Xideas AG,2/14/2022,Q4 2021,VRSK,,"16,553","72,367",8798,13.8400792839277,BUY
2Xideas AG,2/14/2022,Q4 2021,ULTA,,"16,505","40,028",7936,24.72890439985043,BUY
2Xideas AG,2/14/2022,Q4 2021,ABMD,,"15,922","44,329",8778,24.691288571348206,BUY
2Xideas AG,2/14/2022,Q4 2021,IT,,"15,893","47,539",1728,3.772019820567113,BUY
2Xideas AG,2/14/2022,Q4 2021,MCO,,"15,887","40,675",9528,30.59042604424182,BUY
2Xideas AG,2/14/2022,Q4 2021,DLB,,"15,852","166,482",166482,,BUY
2Xideas AG,2/14/2022,Q4 2021,IPGP,,"15,774","91,637",91637,,BUY
2Xideas AG,2/14/2022,Q4 2021,ENTG,,"15,758","113,709",23437,25.962646224742997,BUY
2Xideas AG,2/14/2022,Q4 2021,MASI,,"15,688","53,582",7818,17.083296914605366,BUY
2Xideas AG,2/14/2022,Q4 2021,WSC,,"15,679","383,924",383924,,BUY
2Xideas AG,2/14/2022,Q4 2021,ISRG,,"15,663","43,593",31529,261.3478116710875,BUY
2Xideas AG,2/14/2022,Q4 2021,SBUX,,"15,493","132,450",31470,31.16458704693999,BUY
2Xideas AG,2/14/2022,Q4 2021,CLX,,"15,479","88,775",88775,,BUY
2Xideas AG,2/14/2022,Q4 2021,TRU,,"15,455","130,334",29230,28.910824497547083,BUY
2Xideas AG,2/14/2022,Q4 2021,TRMB,,"15,419","176,843",41247,30.41903890970235,BUY
2Xideas AG,2/14/2022,Q4 2021,ETSY,,"14,987","68,454",14549,26.990075132176976,BUY
2Xideas AG,2/14/2022,Q4 2021,MKL,,"14,903","12,077",-16919,-58.34942750724238,SELL
2Xideas AG,2/14/2022,Q4 2021,A,,"14,818","92,818",17679,23.528394043040233,BUY
2Xideas AG,5/16/2022,Q1 2022,POOL,,"18,527","32,734",-32734,-100.0,SELL
2Xideas AG,5/16/2022,Q1 2022,AZPN,,"17,501","114,988",-114988,-100.0,SELL
2Xideas AG,5/16/2022,Q1 2022,INTU,,"17,151","26,664",-26664,-100.0,SELL
2Xideas AG,5/16/2022,Q1 2022,IPGP,,"15,774","91,637",-91637,-100.0,SELL
2Xideas AG,5/16/2022,Q1 2022,MASI,,"15,688","53,582",-53582,-100.0,SELL
2Xideas AG,5/16/2022,Q1 2022,WSC,,"15,679","383,924",-383924,-100.0,SELL
2Xideas AG,5/16/2022,Q1 2022,ETSY,,"14,987","68,454",-68454,-100.0,SELL
2Xideas AG,5/16/2022,Q1 2022,ICE,,"100,345","759,498",-11500,-1.4915732595934101,SELL
2Xideas AG,5/16/2022,Q1 2022,RMD,,"93,896","387,185",5004,1.3093272559337068,BUY
2Xideas AG,5/16/2022,Q1 2022,IQV,,"90,702","392,294",-5365,-1.3491458762406987,SELL
2Xideas AG,5/16/2022,Q1 2022,ANSS,,"76,570","241,052",-2172,-0.8930039798704076,SELL
2Xideas AG,5/16/2022,Q1 2022,PKI,,"44,662","256,004",-5787,-2.210541997242075,SELL
2Xideas AG,5/16/2022,Q1 2022,FTNT,,"41,694","122,005",-34245,-21.9168,SELL
2Xideas AG,5/16/2022,Q1 2022,FAST,,"39,382","663,000",-31796,-4.57630729019741,SELL
2Xideas AG,5/16/2022,Q1 2022,VRSN,,"38,573","173,395",-7022,-3.8920944256915924,SELL
2Xideas AG,5/16/2022,Q1 2022,MSCI,,"36,685","72,949",2323,3.289156967688953,BUY
2Xideas AG,5/16/2022,Q1 2022,MKL,,"18,840","12,771",694,5.746460213629213,BUY
2Xideas AG,5/16/2022,Q1 2022,VRTX,,"18,729","71,765",-8461,-10.546456261062499,SELL
2Xideas AG,5/16/2022,Q1 2022,STNE,,"18,102","1,547,180",432026,38.74137563063039,BUY
2Xideas AG,5/16/2022,Q1 2022,AXP,,"18,045","96,499",96499,,BUY
2Xideas AG,5/16/2022,Q1 2022,FWONK,,"17,404","249,194",249194,,BUY
2Xideas AG,5/16/2022,Q1 2022,MKC,,"16,279","163,120",-17504,-9.690849499512801,SELL
2Xideas AG,5/16/2022,Q1 2022,OLED,,"15,942","95,491",95491,,BUY
2Xideas AG,5/16/2022,Q1 2022,COO,,"15,709","37,618",37618,,BUY
