fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
11 Capital Partners LP,8/16/2021,Q2 2021,MSFT,,"38,244","141,175",28305,25.07752281385665,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,AMZN,,"37,591","10,927",2156,24.581005586592177,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,ARMK,,"32,615","875,565",615255,236.3547308977757,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,CSX,,"30,269","943,553",695064,279.7162047414574,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,ADSK,,"24,951","85,479",29877,53.73367864465307,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,ROST,,"24,247","195,541",10310,5.566022965918232,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,CNNE,,"23,835","702,877",7604,1.0936711191143624,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,LBRDK,,"23,104","133,040",3282,2.5293238181846207,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,DHR,,"21,497","80,106",20194,33.70610228334891,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,TDY,,"20,622","49,237",51,0.10368804131256862,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,GLHA,,"19,241","1,998,000",1998000,,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,SHW,,"17,424","63,953",37361,140.49714199759327,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,SBUX,,"16,354","146,267",-7788,-5.055337379507319,SELL
11 Capital Partners LP,8/16/2021,Q2 2021,EW,,"15,917","153,684",-115222,-42.84843030650116,SELL
11 Capital Partners LP,8/16/2021,Q2 2021,IAC,,"14,682","95,231",95231,,BUY
11 Capital Partners LP,8/16/2021,Q2 2021,VMEO,,"2,883","58,829",58829,,BUY
11 Capital Partners LP,11/15/2021,Q3 2021,ROST,,"24,247","195,541",-195541,-100.0,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,CNNE,,"23,835","702,877",-702877,-100.0,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,SBUX,,"16,354","146,267",-146267,-100.0,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,EW,,"15,917","153,684",-153684,-100.0,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,IAC,,"14,682","95,231",-95231,-100.0,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,VMEO,,"2,883","58,829",-58829,-100.0,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,AMZN,,"42,991","13,087",2160,19.76754827491535,BUY
11 Capital Partners LP,11/15/2021,Q3 2021,MSFT,,"39,264","139,275",-1900,-1.3458473525765893,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,ARMK,,"33,961","1,033,515",157950,18.03978002775351,BUY
11 Capital Partners LP,11/15/2021,Q3 2021,CSX,,"27,056","909,736",-33817,-3.5840064098148168,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,NFLX,,"25,422","41,652",41652,,BUY
11 Capital Partners LP,11/15/2021,Q3 2021,LBRDK,,"22,976","133,040",0,0.0,HOLD
11 Capital Partners LP,11/15/2021,Q3 2021,ADSK,,"22,740","79,741",-5738,-6.712759859146692,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,TDY,,"21,830","50,816",1579,3.2069378719255845,BUY
11 Capital Partners LP,11/15/2021,Q3 2021,SHW,,"17,638","63,053",-900,-1.4072834738010727,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,DHR,,"16,754","55,031",-25075,-31.30227448630564,SELL
11 Capital Partners LP,11/15/2021,Q3 2021,,,"12,609","208,800",208800,,BUY
11 Capital Partners LP,11/15/2021,Q3 2021,GLHA,,699,"1,998,000",0,0.0,HOLD
11 Capital Partners LP,2/14/2022,Q4 2021,TDY,,"21,830","50,816",-50816,-100.0,SELL
11 Capital Partners LP,2/14/2022,Q4 2021,MSFT,,"46,740","138,975",-300,-0.2154011847065159,SELL
11 Capital Partners LP,2/14/2022,Q4 2021,AMZN,,"45,304","13,587",500,3.8205853136700543,BUY
11 Capital Partners LP,2/14/2022,Q4 2021,NFLX,,"37,589","62,394",20742,49.79832901181216,BUY
11 Capital Partners LP,2/14/2022,Q4 2021,ARMK,,"29,742","807,121",-226394,-21.90524569067696,SELL
11 Capital Partners LP,2/14/2022,Q4 2021,ADSK,,"22,168","78,837",-904,-1.133670257458522,SELL
11 Capital Partners LP,2/14/2022,Q4 2021,DHR,,"22,021","66,931",11900,21.62417546473806,BUY
11 Capital Partners LP,2/14/2022,Q4 2021,LBRDK,,"20,369","126,440",-6600,-4.960914010823812,SELL
11 Capital Partners LP,2/14/2022,Q4 2021,,,"20,158","466,395",257595,123.36925287356321,BUY
11 Capital Partners LP,2/14/2022,Q4 2021,GLHA,,"19,401","1,998,000",0,0.0,HOLD
11 Capital Partners LP,2/14/2022,Q4 2021,CSX,,"19,282","512,807",-396929,-43.63122927970312,SELL
11 Capital Partners LP,2/14/2022,Q4 2021,SHW,,"11,710","33,253",-29800,-47.261827351593105,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,ADSK,,"22,168","78,837",-78837,-100.0,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,LBRDK,,"20,369","126,440",-126440,-100.0,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,,,"20,158","466,395",-466395,-100.0,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,MSFT,,"38,237","124,022",-14953,-10.759489116747616,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,AMZN,,"31,693","9,722",-3865,-28.44630897181129,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,DHR,,"28,178","96,063",29132,43.52542170294782,BUY
11 Capital Partners LP,5/16/2022,Q1 2022,ARMK,,"21,502","571,868",-235253,-29.14717867581193,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,NFLX,,"19,012","50,755",-11639,-18.6540372471712,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,BX,,"18,358","144,618",144618,,BUY
11 Capital Partners LP,5/16/2022,Q1 2022,BALL,,"18,199","202,208",202208,,BUY
11 Capital Partners LP,5/16/2022,Q1 2022,SHW,,"16,883","67,635",34382,103.39518238955883,BUY
11 Capital Partners LP,5/16/2022,Q1 2022,CSX,,"16,325","435,913",-76894,-14.994725111006673,SELL
11 Capital Partners LP,5/16/2022,Q1 2022,GLHA,,"14,964","1,534,752",-463248,-23.185585585585585,SELL
11 Capital Partners LP,8/15/2022,Q2 2022,NFLX,,"19,012","50,755",-50755,-100.0,SELL
11 Capital Partners LP,8/15/2022,Q2 2022,BALL,,"18,199","202,208",-202208,-100.0,SELL
11 Capital Partners LP,8/15/2022,Q2 2022,MSFT,,"33,008","128,522",4500,3.6283885117156633,BUY
11 Capital Partners LP,8/15/2022,Q2 2022,CSX,,"21,731","747,813",311900,71.55097462108266,BUY
11 Capital Partners LP,8/15/2022,Q2 2022,AMZN,,"21,183","199,440",189718,1951.4297469656449,BUY
11 Capital Partners LP,8/15/2022,Q2 2022,BX,,"18,261","200,162",55544,38.40739050463981,BUY
11 Capital Partners LP,8/15/2022,Q2 2022,SHW,,"16,221","72,444",4809,7.110223996451541,BUY
11 Capital Partners LP,8/15/2022,Q2 2022,DG,,"15,374","62,637",62637,,BUY
11 Capital Partners LP,8/15/2022,Q2 2022,V,,"15,095","76,665",76665,,BUY
11 Capital Partners LP,8/15/2022,Q2 2022,GLHA,,"15,056","1,534,752",0,0.0,HOLD
11 Capital Partners LP,8/15/2022,Q2 2022,DHR,,"11,288","44,527",-51536,-53.648126750153544,SELL
11 Capital Partners LP,8/15/2022,Q2 2022,TDY,,"11,253","30,000",30000,,BUY
11 Capital Partners LP,8/15/2022,Q2 2022,ARMK,,"3,309","108,043",-463825,-81.10700371414381,SELL
11 Capital Partners LP,11/14/2022,Q3 2022,DHR,,"11,288","44,527",-44527,-100.0,SELL
11 Capital Partners LP,11/14/2022,Q3 2022,TDY,,"11,253","30,000",-30000,-100.0,SELL
11 Capital Partners LP,11/14/2022,Q3 2022,ARMK,,"3,309","108,043",-108043,-100.0,SELL
11 Capital Partners LP,11/14/2022,Q3 2022,AMZN,,"28,409","251,403",51963,26.054452466907343,BUY
11 Capital Partners LP,11/14/2022,Q3 2022,SHW,,"25,289","123,514",51070,70.49583126276848,BUY
11 Capital Partners LP,11/14/2022,Q3 2022,DG,,"25,063","104,491",41854,66.81993071187956,BUY
11 Capital Partners LP,11/14/2022,Q3 2022,MSFT,,"24,090","103,436",-25086,-19.518837241872987,SELL
11 Capital Partners LP,11/14/2022,Q3 2022,BX,,"18,275","218,344",18182,9.08364224977768,BUY
11 Capital Partners LP,11/14/2022,Q3 2022,V,,"17,368","97,765",21100,27.522337442118307,BUY
11 Capital Partners LP,11/14/2022,Q3 2022,GLHA,,"15,087","1,534,752",0,0.0,HOLD
11 Capital Partners LP,11/14/2022,Q3 2022,UNH,,"12,467","24,686",24686,,BUY
11 Capital Partners LP,11/14/2022,Q3 2022,CSX,,"12,353","463,697",-284116,-37.99292069006556,SELL
11 Capital Partners LP,11/14/2022,Q3 2022,AJG,,"11,326","66,150",66150,,BUY
11 Capital Partners LP,11/14/2022,Q3 2022,DECK,,"9,877","31,594",31594,,BUY
11 Capital Partners LP,2/13/2023,Q4 2022,GLHA,,"15,087","1,534,752",-1534752,-100.0,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,MSFT,,"21,378","89,146",-14290,-13.815306082988515,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,SHW,,"20,271","85,414",-38100,-30.846705636607997,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,DG,,"19,421","78,869",-25622,-24.520772123914977,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,V,,"18,688","89,954",-7811,-7.98956681839104,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,AMZN,,"15,398","183,313",-68090,-27.08400456637351,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,AJG,,"14,745","78,210",12060,18.231292517006803,BUY
11 Capital Partners LP,2/13/2023,Q4 2022,UNH,,"11,675","22,022",-2664,-10.791541764562911,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,EW,,"10,408","139,500",139500,,BUY
11 Capital Partners LP,2/13/2023,Q4 2022,BX,,"8,571","115,534",-102810,-47.08624922141208,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,DECK,,"8,280","20,744",-10850,-34.34196366398684,SELL
11 Capital Partners LP,2/13/2023,Q4 2022,CSX,,"4,371","141,097",-322600,-69.5712933230105,SELL
11 Capital Partners LP,5/12/2023,Q1 2023,CSX,,"4,371","141,097",-141097,-100.0,SELL
11 Capital Partners LP,5/12/2023,Q1 2023,V,,"19,058","84,533",-5421,-6.026413500233453,SELL
11 Capital Partners LP,5/12/2023,Q1 2023,AJG,,"18,836","98,460",20250,25.891829689298046,BUY
11 Capital Partners LP,5/12/2023,Q1 2023,MSFT,,"18,827","65,306",-23840,-26.74264689385951,SELL
11 Capital Partners LP,5/12/2023,Q1 2023,SHW,,"18,681","83,114",-2300,-2.692766993701267,SELL
11 Capital Partners LP,5/12/2023,Q1 2023,DG,,"17,346","82,421",3552,4.503670643725672,BUY
11 Capital Partners LP,5/12/2023,Q1 2023,UNH,,"16,220","34,322",12300,55.853237671419485,BUY
11 Capital Partners LP,5/12/2023,Q1 2023,AMZN,,"12,884","124,744",-58569,-31.950270848221347,SELL
11 Capital Partners LP,5/12/2023,Q1 2023,EW,,"10,299","124,500",-15000,-10.75268817204301,SELL
11 Capital Partners LP,5/12/2023,Q1 2023,BX,,"10,040","114,302",-1232,-1.066352761957519,SELL
11 Capital Partners LP,5/12/2023,Q1 2023,DECK,,"9,158","20,373",-371,-1.7884689548785189,SELL
11 Capital Partners LP,8/11/2023,Q2 2023,MSFT,,"18,987","55,756",-9550,-14.623464918996723,SELL
11 Capital Partners LP,8/11/2023,Q2 2023,SHW,,"18,165","68,414",-14700,-17.68655100223789,SELL
11 Capital Partners LP,8/11/2023,Q2 2023,UNH,,"17,344","36,086",1764,5.139560631664821,BUY
11 Capital Partners LP,8/11/2023,Q2 2023,AJG,,"16,786","76,453",-22007,-22.351208612634572,SELL
11 Capital Partners LP,8/11/2023,Q2 2023,CP.TO,,"16,719","207,000",207000,,BUY
11 Capital Partners LP,8/11/2023,Q2 2023,V,,"15,130","63,711",-20822,-24.6318005985828,SELL
11 Capital Partners LP,8/11/2023,Q2 2023,AMZN,,"14,410","110,544",-14200,-11.383313025075354,SELL
11 Capital Partners LP,8/11/2023,Q2 2023,CSX,,"11,726","343,900",343900,,BUY
11 Capital Partners LP,8/11/2023,Q2 2023,BX,,"11,332","121,889",7587,6.637679130723873,BUY
11 Capital Partners LP,8/11/2023,Q2 2023,DG,,"10,227","60,242",-22179,-26.909404156707634,SELL
11 Capital Partners LP,8/11/2023,Q2 2023,AAON,,"5,640","59,490",59490,,BUY
11 Capital Partners LP,8/11/2023,Q2 2023,EW,,"4,467","47,360",-77140,-61.959839357429715,SELL
11 Capital Partners LP,8/11/2023,Q2 2023,DECK,,"4,463","8,459",-11914,-58.47935993717175,SELL
11 Capital Partners LP,11/13/2023,Q3 2023,DG,,"10,227","60,242",-60242,-100.0,SELL
11 Capital Partners LP,11/13/2023,Q3 2023,DECK,,"4,463","8,459",-8459,-100.0,SELL
11 Capital Partners LP,11/13/2023,Q3 2023,MSFT,,"24,772","78,456",22700,40.713107109548744,BUY
11 Capital Partners LP,11/13/2023,Q3 2023,SHW,,"18,676","73,228",4814,7.036571461981465,BUY
11 Capital Partners LP,11/13/2023,Q3 2023,CP.TO,,"17,037","228,965",21965,10.61111111111111,BUY
11 Capital Partners LP,11/13/2023,Q3 2023,AJG,,"16,794","73,682",-2771,-3.624449007887199,SELL
11 Capital Partners LP,11/13/2023,Q3 2023,UNH,,"16,006","31,747",-4339,-12.024053649614808,SELL
11 Capital Partners LP,11/13/2023,Q3 2023,CSX,,"13,657","444,150",100250,29.150915963943007,BUY
11 Capital Partners LP,11/13/2023,Q3 2023,V,,"13,621","59,220",-4491,-7.049018222912841,SELL
11 Capital Partners LP,11/13/2023,Q3 2023,AMZN,,"8,142","64,054",-46490,-42.05565204805327,SELL
11 Capital Partners LP,11/13/2023,Q3 2023,EW,,"6,581","94,995",47635,100.58065878378379,BUY
11 Capital Partners LP,11/13/2023,Q3 2023,AAON,,"4,950","87,058",27568,46.340561438897296,BUY
11 Capital Partners LP,11/13/2023,Q3 2023,BX,,"2,699","25,200",-96689,-79.32545184553159,SELL
11 Capital Partners LP,2/13/2024,Q4 2023,EW,,"6,581","94,995",-94995,-100.0,SELL
11 Capital Partners LP,2/13/2024,Q4 2023,MSFT,,"23,786","63,256",-15200,-19.373916590190678,SELL
11 Capital Partners LP,2/13/2024,Q4 2023,GE,,"23,587","184,815",184815,,BUY
11 Capital Partners LP,2/13/2024,Q4 2023,CSX,,"20,569","593,290",149140,33.578745919171446,BUY
11 Capital Partners LP,2/13/2024,Q4 2023,AJG,,"17,602","78,276",4594,6.234901332754268,BUY
11 Capital Partners LP,2/13/2024,Q4 2023,UNH,,"16,353","31,062",-685,-2.1576841906321858,SELL
11 Capital Partners LP,2/13/2024,Q4 2023,AMZN,,"15,855","104,354",40300,62.915664907734104,BUY
11 Capital Partners LP,2/13/2024,Q4 2023,CP.TO,,"14,164","179,165",-49800,-21.75004913414714,SELL
11 Capital Partners LP,2/13/2024,Q4 2023,SHW,,"12,746","40,866",-32362,-44.19347790462665,SELL
11 Capital Partners LP,2/13/2024,Q4 2023,DHR,,"10,000","43,228",43228,,BUY
11 Capital Partners LP,2/13/2024,Q4 2023,AAON,,"9,526","128,960",41902,48.13113097015783,BUY
11 Capital Partners LP,2/13/2024,Q4 2023,V,,"9,221","35,420",-23800,-40.189125295508276,SELL
11 Capital Partners LP,2/13/2024,Q4 2023,BX,,"2,998","22,901",-2299,-9.123015873015873,SELL
11 Capital Partners LP,5/15/2024,Q1 2024,BX,,"2,998","22,901",-22901,-100.0,SELL
11 Capital Partners LP,5/15/2024,Q1 2024,GE,,"32,028","182,470",-2345,-1.2688364039715392,SELL
11 Capital Partners LP,5/15/2024,Q1 2024,MSFT,,"28,476","67,686",4430,7.003288225622866,BUY
11 Capital Partners LP,5/15/2024,Q1 2024,AMZN,,"21,732","120,483",16129,15.456043850738832,BUY
11 Capital Partners LP,5/15/2024,Q1 2024,CSX,,"21,513","580,345",-12945,-2.1819009253484807,SELL
11 Capital Partners LP,5/15/2024,Q1 2024,UNH,,"18,947","38,300",7238,23.301783529714765,BUY
11 Capital Partners LP,5/15/2024,Q1 2024,AJG,,"18,860","75,430",-2846,-3.635852624048239,SELL
11 Capital Partners LP,5/15/2024,Q1 2024,SHW,,"15,675","45,131",4265,10.436548720207508,BUY
11 Capital Partners LP,5/15/2024,Q1 2024,CP.TO,,"15,436","175,078",-4087,-2.2811374989534787,SELL
11 Capital Partners LP,5/15/2024,Q1 2024,MCO,,"12,624","32,121",32121,,BUY
11 Capital Partners LP,5/15/2024,Q1 2024,DHR,,"11,821","47,339",4111,9.510039789025631,BUY
11 Capital Partners LP,5/15/2024,Q1 2024,V,,"10,560","37,840",2420,6.832298136645963,BUY
11 Capital Partners LP,5/15/2024,Q1 2024,AAON,,"3,747","42,533",-86427,-67.01845533498759,SELL
11 Capital Partners LP,8/13/2024,Q2 2024,MSFT,,"30,113","67,376",-310,-0.4579972224684573,SELL
11 Capital Partners LP,8/13/2024,Q2 2024,AMZN,,"27,733","143,509",23026,19.111409908451815,BUY
11 Capital Partners LP,8/13/2024,Q2 2024,GE,,"23,999","150,970",-31500,-17.26311174439634,SELL
11 Capital Partners LP,8/13/2024,Q2 2024,CSX,,"22,923","685,320",104975,18.088378464534028,BUY
11 Capital Partners LP,8/13/2024,Q2 2024,UNH,,"18,486","36,300",-2000,-5.221932114882506,SELL
11 Capital Partners LP,8/13/2024,Q2 2024,AJG,,"18,266","70,441",-4989,-6.614079278801538,SELL
11 Capital Partners LP,8/13/2024,Q2 2024,SHW,,"16,675","55,878",10747,23.81290022379296,BUY
11 Capital Partners LP,8/13/2024,Q2 2024,CP.TO,,"16,398","208,292",33214,18.970972937776306,BUY
11 Capital Partners LP,8/13/2024,Q2 2024,GEV,,"14,843","86,545",86545,,BUY
11 Capital Partners LP,8/13/2024,Q2 2024,MCO,,"13,764","32,701",580,1.8056723016095388,BUY
11 Capital Partners LP,8/13/2024,Q2 2024,V,,"12,714","48,440",10600,28.012684989429175,BUY
11 Capital Partners LP,8/13/2024,Q2 2024,DHR,,"5,006","20,039",-27300,-57.66915228458564,SELL
11 Capital Partners LP,8/13/2024,Q2 2024,AAON,,"3,489","40,000",-2533,-5.955375825829356,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,AMZN,,"30,615","164,309",20800,14.493864496303368,BUY
11 Capital Partners LP,11/14/2024,Q3 2024,MSFT,,"27,457","63,810",-3566,-5.2926858228449305,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,GE,,"22,314","118,327",-32643,-21.62217659137577,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,SHW,,"19,456","50,978",-4900,-8.769104119689324,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,CSX,,"18,301","530,020",-155300,-22.660946711025506,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,CP.TO,,"17,577","205,492",-2800,-1.3442667025137789,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,AJG,,"16,488","58,602",-11839,-16.806973211623912,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,UNH,,"14,646","25,050",-11250,-30.991735537190085,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,DHR,,"11,865","42,679",22640,112.97968960526971,BUY
11 Capital Partners LP,11/14/2024,Q3 2024,MCO,,"10,836","22,834",-9867,-30.17338919299104,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,V,,"10,019","36,440",-12000,-24.77291494632535,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,GEV,,"8,959","35,137",-51408,-59.40031197642844,SELL
11 Capital Partners LP,11/14/2024,Q3 2024,AAON,,841,"7,800",-32200,-80.5,SELL
11 Capital Partners LP,2/14/2025,Q4 2024,CSX,,"18,301","530,020",-530020,-100.0,SELL
11 Capital Partners LP,2/14/2025,Q4 2024,V,,"10,019","36,440",-36440,-100.0,SELL
11 Capital Partners LP,2/14/2025,Q4 2024,MSFT,,"26,052","61,810",-2000,-3.134304967873374,SELL
11 Capital Partners LP,2/14/2025,Q4 2024,AMZN,,"25,554","116,479",-47830,-29.109787047574997,SELL
11 Capital Partners LP,2/14/2025,Q4 2024,GE,,"25,389","152,227",33900,28.64942067321913,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,CP.TO,,"25,356","350,376",144884,70.50590777256535,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,AJG,,"21,218","74,752",16150,27.558786389543016,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,UNH,,"13,734","27,150",2100,8.383233532934131,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,DHR,,"13,731","59,819",17140,40.16026617305935,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,GEV,,"13,271","40,348",5211,14.830520533910125,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,SHW,,"12,128","35,678",-15300,-30.01294676134803,SELL
11 Capital Partners LP,2/14/2025,Q4 2024,MCO,,"11,092","23,434",600,2.627660506262591,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,FICO,,"8,357","4,198",4198,,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,AXON,,"6,656","11,200",11200,,BUY
11 Capital Partners LP,2/14/2025,Q4 2024,AAON,,"3,342","28,400",20600,264.1025641025641,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,PSBD,,"34,063","2,172,442",2172442,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,AMZN,,"19,398","88,419",88419,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,MSFT,,"13,946","33,089",33089,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,JPM,,"10,511","43,852",43852,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,AAPL,,"9,719","38,812",38812,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,SCHW,,"6,936","93,729",93729,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,UBER,,"5,460","90,524",90524,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,NVDA,,"4,961","36,944",36944,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,PAYS,,"2,778","920,000",920000,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,CVX,,"2,365","16,330",16330,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,NOW,,"2,102","1,983",1983,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,DHR,,"1,884","8,200",8200,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,ANET,,"1,852","16,760",16760,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,V,,"1,815","5,745",5745,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,COST,,"1,793","1,957",1957,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,UNH,,"1,527","3,019",3019,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,LLY,,"1,506","1,951",1951,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,URI,,"1,431","2,032",2032,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,BLK,,"1,414","1,380",1380,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,MRK,,"1,409","14,160",14160,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,PANW,,"1,371","7,536",7536,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,SNPS,,"1,352","2,786",2786,,BUY
"1248 Management, LLC",2/14/2025,Q4 2024,RCL,,"1,331","5,759",5759,,BUY
