fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,QCOM,,"4,154","52,680",52680,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,IP,,"4,017","87,557",87557,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,BMO.TO,,"3,991","59,554",59554,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,RHI,,"3,955","94,286",94286,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,DVN,,"3,877","57,929",57929,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,YUM,,"3,513","46,592",46592,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,SO,,"3,484","79,281",79281,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,APD,,"3,318","27,869",27869,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,COF,,"3,263","42,287",42287,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,T,,"3,259","92,935",92935,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,TXN,,"3,187","67,582",67582,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,KMP,,"3,128","42,294",42294,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,AMGN,,"3,097","25,111",25111,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,MAR,,"2,839","50,670",50670,,BUY
1834 INVESTMENT ADVISORS CO,4/28/2014,Q1 2014,XOM,,"2,821","28,879",28879,,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,EMR,,"4,756","71,191",-71191,-100.0,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,BMO.TO,,"3,991","59,554",-59554,-100.0,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,APD,,"3,318","27,869",-27869,-100.0,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,VZ,,"7,279","148,760",5766,4.032337021133754,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,JPM,,"7,203","125,003",7358,6.254409452165413,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,AAPL,,"6,946","74,741",64104,602.6511234370594,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,MSFT,,"6,857","164,432",-556,-0.336994205639198,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,JCI,,"6,325","126,675",5894,4.87990660782739,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,JNJ,,"6,042","57,750",-730,-1.2482900136798905,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,PFE,,"6,035","203,336",18003,9.713866391846029,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,PEP,,"6,005","67,211",-1017,-1.490590373453714,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,WFC,,"5,895","112,166",1966,1.7840290381125228,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,SLB,,"5,494","46,576",541,1.1751927880960138,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,BA,,"5,488","43,136",2495,6.1391205925051056,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,BP,,"5,419","102,735",102735,,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,CMI,,"5,400","35,001",-541,-1.5221428169489617,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,TGT,,"5,209","89,888",13373,17.477618767561918,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,COP,,"5,121","59,729",443,0.7472253145767972,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,BLK,,"4,892","15,306",710,4.864346396272952,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,MO,,"4,801","114,481",2776,2.4851170493711114,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,IP,,"4,780","94,711",7154,8.170677387301986,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,DVN,,"4,742","59,720",1791,3.0917157209687725,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,COF,,"4,647","56,256",13969,33.033792891432356,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,MCHP,,"4,594","94,118",3997,4.435148300618058,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,PM,,"4,538","53,830",1903,3.6647601440483757,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,QCOM,,"4,397","55,520",2840,5.3910402429764614,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,RHI,,"4,386","91,872",-2414,-2.5602952718325094,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,CMCSA,,"4,379","81,579",81579,,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,YUM,,"3,685","45,380",-1212,-2.6013049450549453,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,KMP,,"3,684","44,809",2515,5.946469948456046,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,T,,"3,293","93,119",184,0.1979878409641147,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,AMGN,,"3,203","27,061",1950,7.765521086376488,BUY
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,MAR,,"3,190","49,770",-900,-1.7761989342806392,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,TXN,,"3,178","66,501",-1081,-1.5995383386108726,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,SO,,"2,721","59,970",-19311,-24.357664509781664,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,XOM,,"2,691","26,733",-2146,-7.431005228712905,SELL
1834 INVESTMENT ADVISORS CO,8/6/2014,Q2 2014,IBM,,"2,539","14,006",14006,,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,QCOM,,"4,397","55,520",-55520,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,RHI,,"4,386","91,872",-91872,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,YUM,,"3,685","45,380",-45380,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,KMP,,"3,684","44,809",-44809,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,MAR,,"3,190","49,770",-49770,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,TXN,,"3,178","66,501",-66501,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,SO,,"2,721","59,970",-59970,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,VZ,,"7,613","152,299",3539,2.3789997311105133,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,JPM,,"7,581","125,850",847,0.6775837379902883,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,MSFT,,"7,530","162,428",-2004,-1.2187408776880413,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,AAPL,,"7,486","74,308",-433,-0.5793339666314339,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,PEP,,"6,189","66,485",-726,-1.0801803276249422,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,PFE,,"6,177","208,899",5563,2.735865759137585,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,JNJ,,"6,100","57,224",-526,-0.9108225108225109,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,WFC,,"5,801","111,830",-336,-0.29955601519176933,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,TGT,,"5,759","91,883",1995,2.219428622285511,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,BA,,"5,737","45,042",1906,4.418583086053412,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,JCI,,"5,632","128,011",1336,1.0546674560884153,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,MO,,"5,218","113,577",-904,-0.7896506843930433,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,BLK,,"5,125","15,611",305,1.9926826081275317,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,T,,"5,116","145,171",52052,55.898366606170605,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,SLB,,"4,950","48,673",2097,4.5023187907935425,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,CMI,,"4,931","37,362",2361,6.745521556526956,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,IP,,"4,800","100,553",5842,6.168238113841054,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,BP,,"4,718","107,350",4615,4.492139971772035,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,COF,,"4,666","57,171",915,1.6264931740614335,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,COP,,"4,513","58,974",-755,-1.264042592375563,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,CMCSA,,"4,485","83,398",1819,2.2297404969416146,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,PM,,"4,461","53,491",-339,-0.6297603566784321,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,MCHP,,"4,415","93,484",-634,-0.6736224739157228,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,ABBV,,"4,296","74,382",74382,,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,DVN,,"4,214","61,800",2080,3.4829202947086406,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,ETN,,"4,146","65,425",65425,,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,KMI,,"4,126","107,629",107629,,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,WYNN,,"3,498","18,696",18696,,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,AMGN,,"3,298","23,480",-3581,-13.233066035992758,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,KRFT,,"2,587","45,876",45876,,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,IBM,,"2,550","13,435",-571,-4.076824218192203,SELL
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,EPD,,"2,537","62,958",62958,,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,XOM,,"2,529","26,891",158,0.5910298133393184,BUY
1834 INVESTMENT ADVISORS CO,11/6/2014,Q3 2014,BAC,,"2,478","145,345",145345,,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,MCHP,,"4,415","93,484",-93484,-100.0,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,WYNN,,"3,498","18,696",-18696,-100.0,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,AMGN,,"3,298","23,480",-23480,-100.0,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,IBM,,"2,550","13,435",-13435,-100.0,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,EPD,,"2,537","62,958",-62958,-100.0,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,AAPL,,"7,790","70,572",-3736,-5.027722452495021,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,JPM,,"7,260","116,019",-9831,-7.811680572109654,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,MSFT,,"7,002","150,743",-11685,-7.193956706971704,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,KMI,,"6,960","164,495",56866,52.83520240827286,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,VZ,,"6,625","141,631",-10668,-7.00464218412465,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,TGT,,"6,583","86,720",-5163,-5.619102554335405,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,ABBV,,"6,121","93,536",19154,25.75085370116426,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,JNJ,,"6,110","58,432",1208,2.111002376625192,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,PFE,,"6,067","194,766",-14133,-6.7654703947840815,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,JCI,,"5,847","120,948",-7063,-5.517494590308646,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,BA,,"5,801","44,630",-412,-0.9147018338439679,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,PEP,,"5,725","60,548",-5937,-8.92983379709709,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,WFC,,"5,512","100,549",-11281,-10.087633014396852,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,BLK,,"5,059","14,148",-1463,-9.371596950867978,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,CMI,,"5,056","35,073",-2289,-6.126545688132326,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,IP,,"5,039","94,038",-6515,-6.479170188855628,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,MO,,"5,006","101,598",-11979,-10.547029768350987,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,T,,"4,822","143,555",-1616,-1.1131699857409538,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,CMCSA,,"4,585","79,041",-4357,-5.224345907575721,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,COF,,"4,367","52,907",-4264,-7.458326774063774,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,ETN,,"4,323","63,611",-1814,-2.772640427970959,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,SLB,,"4,294","50,273",1600,3.287243440922072,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,PM,,"4,100","50,340",-3151,-5.89071058682769,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,BAC,,"4,086","228,413",83068,57.15229282053046,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,COP,,"4,036","58,436",-538,-0.9122664224912672,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,DVN,,"3,719","60,765",-1035,-1.674757281553398,SELL
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,CAH,,"3,706","45,908",45908,,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,CVX,,"3,620","32,268",32268,,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,KRFT,,"3,169","50,577",4701,10.24718807219461,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,HON,,"2,716","27,183",27183,,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,PG,,"2,681","29,428",29428,,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,XOM,,"2,486","26,895",4,0.014874865196534156,BUY
1834 INVESTMENT ADVISORS CO,2/3/2015,Q4 2014,BP,,"2,373","62,246",-45104,-42.015836050302745,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,TGT,,"6,583","86,720",-86720,-100.0,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,CMI,,"5,056","35,073",-35073,-100.0,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,XOM,,"2,486","26,895",-26895,-100.0,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,BP,,"2,373","62,246",-62246,-100.0,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,AAPL,,"8,823","70,905",333,0.4718585274613161,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,JPM,,"7,175","118,439",2420,2.0858652462096723,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,PFE,,"7,024","201,889",7123,3.657209163817093,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,VZ,,"7,012","144,181",2550,1.8004532905931612,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,KMI,,"6,973","165,776",1281,0.7787470743791605,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,BA,,"6,727","44,821",191,0.42796325341698405,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,MSFT,,"6,231","153,259",2516,1.669065893607,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,JCI,,"6,114","121,212",264,0.2182756225816053,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,PEP,,"5,948","62,206",1658,2.7383233137345577,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,JNJ,,"5,919","58,833",401,0.6862677984665937,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,WFC,,"5,716","105,070",4521,4.496315229390645,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,ABBV,,"5,664","96,757",3221,3.443593910366062,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,BLK,,"5,296","14,476",328,2.3183488832343793,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,IP,,"5,247","94,565",527,0.5604117484421192,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,MO,,"4,934","98,632",-2966,-2.91934880607886,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,KRFT,,"4,565","52,407",1830,3.618245447535441,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,CMCSA,,"4,427","78,403",-638,-0.8071760225705646,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,COF,,"4,229","53,657",750,1.4175817944695408,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,CAH,,"4,191","46,430",522,1.1370567221399321,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,PM,,"4,145","55,025",4685,9.306714342471196,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,BAC,,"4,051","263,201",34788,15.230306506197108,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,COP,,"3,925","63,035",4599,7.8701485385721135,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,KSS,,"3,830","48,946",48946,,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,ETN,,"3,532","51,984",-11627,-18.278285202244895,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,DVN,,"3,478","57,671",-3094,-5.091746893771085,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,T,,"3,224","98,753",-44802,-31.208944307060012,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,HON,,"2,965","28,424",1241,4.56535334584115,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,GOOGL,,"2,624","4,730",4730,,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,CVX,,"2,532","24,121",-8147,-25.247923639519026,SELL
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,GILD,,"2,510","25,575",25575,,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,PG,,"2,428","29,630",202,0.6864210955552534,BUY
1834 INVESTMENT ADVISORS CO,5/4/2015,Q1 2015,SLB,,"2,402","28,788",-21485,-42.73665784814911,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,IP,,"5,247","94,565",-94565,-100.0,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,ETN,,"3,532","51,984",-51984,-100.0,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,AAPL,,"9,019","71,909",1004,1.4159791270009168,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,JPM,,"7,920","116,886",-1553,-1.3112234990163714,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,PFE,,"6,927","206,598",4709,2.3324698225262397,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,VZ,,"6,798","145,842",1661,1.1520241918144554,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,MSFT,,"6,737","152,585",-674,-0.43977841431824555,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,ABBV,,"6,653","99,019",2262,2.3378153518608475,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,BA,,"6,491","46,792",1971,4.397492246937819,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,KMI,,"6,386","166,338",562,0.33901167840942,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,PM,,"6,029","75,205",20180,36.674238982280784,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,JNJ,,"6,028","61,846",3013,5.121275474648582,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,JCI,,"5,998","121,101",-111,-0.09157509157509157,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,WFC,,"5,905","104,988",-82,-0.0780432092890454,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,PEP,,"5,530","59,244",-2962,-4.761598559624473,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,COF,,"4,990","56,720",3063,5.708481651974579,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,MO,,"4,954","101,286",2654,2.6908102846946225,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,BLK,,"4,939","14,274",-202,-1.395413097540757,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,CMCSA,,"4,688","77,949",-454,-0.5790594747649962,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,BAC,,"4,611","270,906",7705,2.9274204885239796,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,RCL,,"4,403","55,948",55948,,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,KSS,,"4,354","69,544",20598,42.08311200098067,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,COP,,"4,220","68,719",5684,9.017212659633538,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,KRFT,,"4,093","48,073",-4334,-8.26988761043372,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,DOW,,"3,833","74,908",74908,,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,CAH,,"3,831","45,795",-635,-1.3676502261468877,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,T,,"3,567","100,436",1683,1.7042520227233602,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,DVN,,"3,203","53,846",-3825,-6.632449584713288,SELL
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,GILD,,"3,142","26,838",1263,4.93841642228739,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,HON,,"2,935","28,787",363,1.2770897832817338,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,BMY,,"2,703","40,616",40616,,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,GOOGL,,"2,565","4,750",20,0.42283298097251587,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,SLB,,"2,508","29,102",314,1.0907322495484228,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,PG,,"2,496","31,903",2273,7.671279109011138,BUY
1834 INVESTMENT ADVISORS CO,8/12/2015,Q2 2015,CVX,,"2,354","24,400",279,1.1566684631648771,BUY
1834 INVESTMENT ADVISORS CO,11/10/2015,Q3 2015,COF,,"4,990","56,720",-56720,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/10/2015,Q3 2015,RCL,,"4,403","55,948",-55948,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/10/2015,Q3 2015,KRFT,,"4,093","48,073",-48073,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/10/2015,Q3 2015,DVN,,"3,203","53,846",-53846,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/10/2015,Q3 2015,GILD,,"3,142","26,838",-26838,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/10/2015,Q3 2015,HON,,"2,935","28,787",-28787,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/10/2015,Q3 2015,GOOGL,,"2,565","4,750",-4750,-100.0,SELL
1834 INVESTMENT ADVISORS CO,11/10/2015,Q3 2015,SLB,,"2,508","29,102",-29102,-100.0,SELL
