fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,NEM,,"2,900","123,730",-356,-0.2868977966893928,SELL
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,MSFT,,"2,300","56,134",-369,-0.6530626692388014,SELL
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,TRP,,"2,277","50,028",1550,3.1973266223854115,BUY
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,AMGN,,"2,265","18,368",-421,-2.2406727340465165,SELL
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,JPM,,"2,113","34,810",-495,-1.402067695793797,SELL
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,POT,,"1,984","54,795",1450,2.718155403505483,BUY
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,DE,,"1,931","21,272",-23,-0.10800657431321906,SELL
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,APD,,"1,892","15,899",-103,-0.6436695413073366,SELL
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,WM,,"1,783","42,383",1101,2.6670219466111136,BUY
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,MET,,"1,568","29,699",29699,,BUY
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,PNC,,"1,533","17,626",0,0.0,HOLD
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,INTC,,"1,526","59,144",43,0.07275680614541209,BUY
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,MRK,,"1,517","26,730",-97,-0.36157602415476947,SELL
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,BLK,,"1,462","4,651",-149,-3.1041666666666665,SELL
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,CAT,,"1,329","13,382",328,2.5126398038915276,BUY
"10-15 ASSOCIATES, INC.",5/6/2014,Q1 2014,TDC,,"1,298","26,395",26395,,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,COP,,"7,671","109,049",-109049,-100.0,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,TDC,,"1,298","26,395",-26395,-100.0,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,VZ,,"28,326","578,922",-7295,-1.2444197285305612,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,SLB,,"13,764","116,700",-1409,-1.1929658197089128,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,GE,,"10,962","417,128",-34541,-7.647414367601053,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,SE,,"10,357","243,830",-1979,-0.805096640074204,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,PEP,,"10,340","115,748",-1045,-0.8947454042622418,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,IP,,"9,368","185,629",773,0.41816332713030685,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,EPD,,"9,290","118,672",-16250,-12.04399579016024,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,IBM,,"8,990","49,599",17,0.0342866362792949,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,CSCO,,"8,973","361,102",3295,0.9208875175723226,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,PG,,"8,843","112,523",-821,-0.7243435911914173,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,WY,,"8,812","266,327",3275,1.2450009883977313,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,JNJ,,"8,450","80,775",-18089,-18.296852241463018,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,BAX,,"7,872","108,888",-581,-0.5307438635595465,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,JCI,,"7,858","157,384",-1153,-0.7272750209730221,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,BA,,"7,781","61,159",-368,-0.5981113982479237,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,DD,,"7,288","111,375",-29540,-20.962991874534293,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,WPM,,"6,193","235,760",4645,2.0098219501114163,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,KO,,"5,966","140,843",2523,1.8240312319259686,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,CSX,,"4,514","146,530",146530,,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,KEY,,"4,260","297,333",-1479,-0.494960041765391,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,PGHEF,,"4,236","589,998",-1500,-0.25359341874359675,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,NEE,,"4,186","40,851",-2650,-6.091813981287786,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,CVX,,"4,075","31,218",-23,-0.07362120290643706,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,ABX.TO,,"3,342","182,630",-865,-0.47140249053107713,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,,,"3,185","872,629",-7145,-0.8121403906003133,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,NEM,,"3,135","123,261",-469,-0.37905115978339937,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,JPM,,"2,503","43,447",8637,24.81183567940247,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,TRP,,"2,489","52,160",2132,4.261613496441993,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,MSFT,,"2,397","57,485",1351,2.4067410125770476,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,POT,,"2,317","61,045",6250,11.406150196185784,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,AMGN,,"2,160","18,249",-119,-0.6478658536585366,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,APD,,"2,022","15,725",-174,-1.0944084533618468,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,WM,,"2,015","45,054",2671,6.302055069249462,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,MET,,"1,979","35,625",5926,19.953533789016465,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,BX,,"1,936","57,896",57896,,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,DE,,"1,921","21,223",-49,-0.2303497555471982,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,INTC,,"1,807","58,507",-637,-1.0770323278777223,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,PNC,,"1,576","17,701",75,0.4255077726086463,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,MRK,,"1,532","26,483",-247,-0.924055368499813,SELL
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,CAT,,"1,454","13,384",2,0.014945449110745777,BUY
"10-15 ASSOCIATES, INC.",8/12/2014,Q2 2014,BLK,,"1,443","4,516",-135,-2.902601591055687,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,SE,,"10,357","243,830",-243830,-100.0,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,PEP,,"10,340","115,748",-115748,-100.0,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,CSCO,,"8,973","361,102",-361102,-100.0,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,CVX,,"4,075","31,218",-31218,-100.0,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,VZ,,"30,897","618,081",39159,6.764123664327837,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,SLB,,"11,859","116,621",-79,-0.0676949443016281,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,GE,,"10,871","424,355",7227,1.7325617076772597,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,BA,,"9,820","77,096",15937,26.05830703575925,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,IBM,,"9,612","50,635",1036,2.088751789350592,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,EPD,,"9,601","238,261",119589,100.77271808008629,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,PG,,"9,509","113,560",1037,0.9215893639522587,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,IP,,"8,929","187,047",1418,0.7638892629923126,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,JNJ,,"8,702","81,644",869,1.0758279170535436,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,WY,,"8,521","267,466",1139,0.42766974433684907,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,DD,,"8,074","112,520",1145,1.0280583613916947,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,BAX,,"7,957","110,874",1986,1.8238924399382854,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,JCI,,"7,089","161,115",3731,2.370634880292787,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,AGU,,"6,968","78,303",78303,,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,KO,,"6,076","142,445",1602,1.1374367203197888,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,WPM,,"4,726","237,175",1415,0.6001866304716661,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,CSX,,"4,685","146,136",-394,-0.2688869173548079,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,KEY,,"3,995","299,704",2371,0.7974224186349984,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,NEE,,"3,572","38,049",-2802,-6.859073217301901,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,PGHEF,,"3,101","596,475",6477,1.0978003315265474,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,NEM,,"2,892","125,502",2241,1.8180933141869688,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,TRP,,"2,708","52,553",393,0.7534509202453987,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,ABX.TO,,"2,688","183,375",745,0.4079285988063297,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,MSFT,,"2,664","57,472",-13,-0.022614595111768287,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,JPM,,"2,604","43,237",-210,-0.48334752687182087,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,AMGN,,"2,524","17,972",-277,-1.5178913913091128,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,T,,"2,222","63,068",63068,,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,WM,,"2,183","45,931",877,1.9465530252585788,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,POT,,"2,153","62,320",1275,2.0886231468588745,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,MET,,"2,082","38,768",3143,8.822456140350878,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,INTC,,"2,067","59,383",876,1.4972567385099218,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,APD,,"2,043","15,700",-25,-0.1589825119236884,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,BX,,"1,972","62,667",4771,8.240638386071577,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,,,"1,851","873,339",710,0.08136332851647149,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,DE,,"1,775","21,656",433,2.0402393629552846,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,MRK,,"1,591","26,841",358,1.3518105954763433,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,PNC,,"1,540","18,001",300,1.6948195017230665,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,BLK,,"1,481","4,512",-4,-0.08857395925597875,SELL
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,CCO.TO,,"1,411","79,925",79925,,BUY
"10-15 ASSOCIATES, INC.",11/12/2014,Q3 2014,CAT,,"1,358","13,722",338,2.5254034668260608,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,PG,,"9,509","113,560",-113560,-100.0,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,KO,,"6,076","142,445",-142445,-100.0,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,T,,"2,222","63,068",-63068,-100.0,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,WM,,"2,183","45,931",-45931,-100.0,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,CAT,,"1,358","13,722",-13722,-100.0,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,VZ,,"27,442","586,624",-31457,-5.089462384380041,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,GE,,"10,857","429,647",5292,1.2470690813116376,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,SLB,,"10,318","120,817",4196,3.597979780657,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,BA,,"9,979","76,773",-323,-0.4189581820068486,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,IP,,"9,886","184,516",-2531,-1.3531358428630238,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,WY,,"9,527","265,464",-2002,-0.7485063522092528,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,PNC,,"8,965","98,276",80275,445.94744736403527,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,EPD,,"8,516","235,778",-2483,-1.0421344659847813,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,JNJ,,"8,424","80,567",-1077,-1.3191416393121356,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,CSCO,,"8,358","300,515",300515,,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,DD,,"8,210","111,045",-1475,-1.3108780661215784,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,BAX,,"8,168","111,449",575,0.5186067067121236,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,EMR,,"7,892","127,848",127848,,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,JCI,,"7,694","159,184",-1931,-1.1985227942773795,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,IBM,,"7,561","47,131",-3504,-6.920114545275008,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,COP,,"7,508","108,725",108725,,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,AGU,,"7,402","78,153",-150,-0.1915635416267576,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,TRP,,"6,058","123,385",70832,134.7820295701482,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,CSX,,"5,328","147,066",930,0.6363934964690425,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,WPM,,"4,815","236,885",-290,-0.12227258353536417,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,NEE,,"4,137","38,928",879,2.3101789797366554,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,KEY,,"4,085","293,894",-5810,-1.9385793983396953,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,AMGN,,"2,830","17,769",-203,-1.1295348319608278,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,MSFT,,"2,658","57,230",-242,-0.4210746102449888,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,JPM,,"2,625","41,960",-1277,-2.9534889099613757,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,NEM,,"2,333","123,475",-2027,-1.6151137033672769,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,APD,,"2,239","15,525",-175,-1.1146496815286624,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,POT,,"2,177","61,645",-675,-1.0831193838254172,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,MET,,"2,129","39,366",598,1.5425092860090797,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,INTC,,"2,111","58,175",-1208,-2.034252227068353,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,BX,,"2,036","60,192",-2475,-3.949447077409163,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,ABX.TO,,"1,920","178,630",-4745,-2.5875937286980233,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,DE,,"1,891","21,378",-278,-1.2837089028444773,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,PGHEF,,"1,798","578,448",-18027,-3.0222557525462093,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,BLK,,"1,595","4,462",-50,-1.1081560283687943,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,,,"1,516","852,241",-21098,-2.415785851771191,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,MRK,,"1,500","26,416",-425,-1.58339853209642,SELL
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,CCO.TO,,"1,386","84,500",4575,5.7241163590866435,BUY
"10-15 ASSOCIATES, INC.",2/10/2015,Q4 2014,RTX,,"1,318","11,468",11468,,BUY
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,CSCO,,"8,358","300,515",-300515,-100.0,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,IBM,,"7,561","47,131",-47131,-100.0,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,,,"1,516","852,241",-852241,-100.0,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,VZ,,"29,293","602,375",15751,2.685024819986908,BUY
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,GE,,"10,607","427,558",-2089,-0.48621310052205646,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,SLB,,"10,342","123,945",3128,2.5890396219075127,BUY
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,IP,,"10,188","183,608",-908,-0.49209824622254983,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,JNJ,,"10,016","99,563",18996,23.577891692628494,BUY
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,PNC,,"9,128","97,904",-372,-0.37852578452521474,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,AGU,,"8,107","77,753",-400,-0.5118165649431244,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,BA,,"7,995","53,278",-23495,-30.60320685657718,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,EPD,,"7,949","241,402",5624,2.385294641569612,BUY
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,DD,,"7,909","110,674",-371,-0.3340987887793237,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,BAX,,"7,609","111,080",-369,-0.3310931457437931,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,EMR,,"7,533","133,055",5207,4.072805206182341,BUY
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,WY,,"7,438","224,400",-41064,-15.468764126209203,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,COP,,"7,398","118,829",10104,9.293170843872154,BUY
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,JCI,,"6,464","128,169",-31015,-19.483742084631622,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,TRP,,"5,305","124,200",815,0.6605341005794869,BUY
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,CSX,,"4,852","146,523",-543,-0.36922198196728,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,WPM,,"4,490","236,085",-800,-0.33771661354665766,SELL
"10-15 ASSOCIATES, INC.",5/13/2015,Q1 2015,KEY,,"4,112","290,415",-3479,-1.1837601312037673,SELL
